month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,pending_listing_count,average_listing_price,total_listing_count
202004,31080,"los angeles-long beach-anaheim, ca",2,901200,16426,58,5748,9226,2097804.265,25652
202004,16980,"chicago-naperville-elgin, il-in-wi",3,324900,28317,51,9480,16614,464243.726,44931
202004,19100,"dallas-fort worth-arlington, tx",4,339350,18489,49.5,7168,10567,470434.4442,29056
202004,26420,"houston-the woodlands-sugar land, tx",5,311032,26772,55,8172,10151,448720.4114,36923
202004,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,299900,11981,61.5,2972,1697,445912.1816,13678
202004,47900,"washington-arlington-alexandria, dc-va-md-wv",7,499949.5,10390,35,5852,3278,744049.4315,13668
202004,33100,"miami-fort lauderdale-west palm beach, fl",8,398750,45940,90.5,6240,13073,955506.2249,59013
202004,12060,"atlanta-sandy springs-roswell, ga",9,325000,37617,49,14212,20971,434052.5279,58588
202004,14460,"boston-cambridge-newton, ma-nh",10,617450,6722,45.5,2968,1206,941109.4222,7928
202004,41860,"san francisco-oakland-hayward, ca",11,934500,3787,39.5,2208,2819,1519131.785,6606
202004,19820,"detroit-warren-dearborn, mi",12,244950,9966,59.5,1736,1168,334160.1965,11134
202004,38060,"phoenix-mesa-scottsdale, az",13,375000,12550,38.5,6196,8962,621620.8487,21512
202004,42660,"seattle-tacoma-bellevue, wa",14,599972.5,4962,31.5,3028,4907,852075.2544,9869
202004,33460,"minneapolis-st. paul-bloomington, mn-wi",15,365045,8485,37.5,4772,6138,480645.9428,14623
202004,40140,"riverside-san bernardino-ontario, ca",16,419900,11742,55.5,3908,6254,584314.1162,17996
202004,45300,"tampa-st. petersburg-clearwater, fl",17,279250,12794,55,3996,7923,409951.5247,20717
202004,41740,"san diego-carlsbad, ca",18,727000,4702,39.5,2388,2963,1284575.424,7665
202004,41180,"st. louis, mo-il",19,234384.5,6556,61,2408,5010,308954.8539,11566
202004,19740,"denver-aurora-lakewood, co",20,546971.5,5156,33,2500,4386,735203.6058,9542
202004,12580,"baltimore-columbia-towson, md",21,328300,6675,49,2536,1040,430636.4412,7715
202004,38300,"pittsburgh, pa",22,217250,5398,83,668,3050,324118.3904,8448
202004,38900,"portland-vancouver-hillsboro, or-wa",23,477900,5707,41.5,2652,4330,605360.9194,10037
202004,16740,"charlotte-concord-gastonia, nc-sc",24,339950,6540,44,2580,3662,454702.0782,10202
202004,36740,"orlando-kissimmee-sanford, fl",25,312500,8999,57,2772,4772,436226.7543,13771
202004,17460,"cleveland-elyria, oh",26,199945,4071,59,1508,3584,306010.9722,7655
202004,41700,"san antonio-new braunfels, tx",27,297500,9523,58,3052,5402,389267.1741,14925
202004,17140,"cincinnati, oh-ky-in",28,303900,3727,48,1752,4023,385416.962,7750
202004,40900,"sacramento--roseville--arden-arcade, ca",29,499113,4014,37.5,2212,2615,660773.7602,6629
202004,28140,"kansas city, mo-ks",30,339975,4458,60.5,1796,5347,414052.5246,9805
202004,18140,"columbus, oh",31,309500,2733,42.5,1452,2847,377808.7363,5580
202004,26900,"indianapolis-carmel-anderson, in",32,284900,4055,51,1648,3895,343293.0526,7950
202004,29820,"las vegas-henderson-paradise, nv",33,328500,8587,42.5,2968,89,487977.79,8676
202004,12420,"austin-round rock, tx",34,365919.5,6484,43,2872,2670,561571.3919,9154
202004,34980,"nashville-davidson--murfreesboro--franklin, tn",35,375495,6612,34.5,3384,2471,544772.9981,9083
202004,41940,"san jose-sunnyvale-santa clara, ca",36,1198250,1364,34.5,816,857,1796266.948,2221
202004,47260,"virginia beach-norfolk-newport news, va-nc",37,318000,7633,48.5,2700,585,402185.1929,8218
202004,33340,"milwaukee-waukesha-west allis, wi",38,340500,2122,44.5,1004,1817,414866.8155,3939
202004,39300,"providence-warwick, ri-ma",39,399000,3191,54,1152,2040,616602.3417,5231
202004,27260,"jacksonville, fl",40,311995,8539,58,2652,5030,436967.1799,13569
202004,36420,"oklahoma city, ok",41,261000,4228,44,1672,12,343777.0703,4240
202004,31140,"louisville/jefferson county, ky-in",42,275000,2859,50.5,1164,2111,350285.9716,4970
202004,32820,"memphis, tn-ms-ar",43,249900,2426,56.5,924,2390,310890.2527,4816
202004,35380,"new orleans-metairie, la",44,289700,4171,68,948,1803,395813.7446,5974
202004,40060,"richmond, va",45,337494,3462,46.5,1536,3743,394866.9573,7205
202004,39580,"raleigh, nc",46,365332.5,4368,50.5,1628,1827,451906.1889,6195
202004,15380,"buffalo-cheektowaga-niagara falls, ny",47,219900,1258,63.5,328,1803,286990.2114,3061
202004,25540,"hartford-west hartford-east hartford, ct",48,284950,4330,55.5,1064,4,347998.0275,4334
202004,13820,"birmingham-hoover, al",49,260723.5,3338,60,1208,2437,335398.7081,5775
202004,40380,"rochester, ny",50,249950,1398,48,544,151,299740.86,1549
202003,35620,"new york-newark-jersey city, ny-nj-pa",1,569000,64212,57,20380,17158,1107613.767,81370
202003,31080,"los angeles-long beach-anaheim, ca",2,960000,15862,51.5,7940,12889,2235620.559,28751
202003,16980,"chicago-naperville-elgin, il-in-wi",3,328450,29637,42.5,15476,19766,475271.6699,49403
202003,19100,"dallas-fort worth-arlington, tx",4,342495,18052,45,10272,12142,480983.1539,30194
202003,26420,"houston-the woodlands-sugar land, tx",5,312997.5,26124,50.5,10704,11903,453131.5284,38027
202003,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,299950,13237,48.5,6556,2560,447472.5182,15797
202003,47900,"washington-arlington-alexandria, dc-va-md-wv",7,504950,9591,29,8084,3519,770644.5428,13110
202003,33100,"miami-fort lauderdale-west palm beach, fl",8,407500,46636,86,11288,17541,994648.2547,64177
202003,12060,"atlanta-sandy springs-roswell, ga",9,329450,34272,48.5,18160,24167,443766.7404,58439
202003,14460,"boston-cambridge-newton, ma-nh",10,629995,6872,31.5,5276,1861,977596.7673,8733
202003,41860,"san francisco-oakland-hayward, ca",11,959475,3968,29.5,3112,4126,1609991.491,8094
202003,19820,"detroit-warren-dearborn, mi",12,239900,10266,48,5492,1493,333914.9122,11759
202003,38060,"phoenix-mesa-scottsdale, az",13,404950,9952,43,7448,11416,701315.575,21368
202003,42660,"seattle-tacoma-bellevue, wa",14,615157.5,4292,29.5,4416,5430,890893.0662,9722
202003,33460,"minneapolis-st. paul-bloomington, mn-wi",15,373470,8139,35,5968,5843,495233.315,13982
202003,40140,"riverside-san bernardino-ontario, ca",16,424500,11297,50.5,5236,8588,607479.9891,19885
202003,45300,"tampa-st. petersburg-clearwater, fl",17,282001,12551,52,5948,10868,422668.0993,23419
202003,41740,"san diego-carlsbad, ca",18,749900,4292,35.5,3128,4155,1329292.55,8447
202003,41180,"st. louis, mo-il",19,229950,6491,64.5,3320,5253,308724.262,11744
202003,19740,"denver-aurora-lakewood, co",20,559995,4391,26,4356,5172,791777.3319,9563
202003,12580,"baltimore-columbia-towson, md",21,328445,6842,43,3848,1214,430753.7168,8056
202003,38300,"pittsburgh, pa",22,214950,5507,77.5,2096,4105,326744.9085,9612
202003,38900,"portland-vancouver-hillsboro, or-wa",23,479950,4789,41,3480,5022,619066.1839,9811
202003,16740,"charlotte-concord-gastonia, nc-sc",24,349950,5936,44,3656,4196,476117.4963,10132
202003,36740,"orlando-kissimmee-sanford, fl",25,322755,8281,55.5,3840,6987,459616.2346,15268
202003,17460,"cleveland-elyria, oh",26,202400,4189,59.5,2052,3820,304425.4162,8009
202003,41700,"san antonio-new braunfels, tx",27,298037.5,9241,58.5,3816,5826,393137.6667,15067
202003,17140,"cincinnati, oh-ky-in",28,299900,3631,48,2120,4279,386887.5589,7910
202003,40900,"sacramento--roseville--arden-arcade, ca",29,507816.5,3554,34.5,2772,3335,678069.857,6889
202003,28140,"kansas city, mo-ks",30,339950,4428,63,2248,5501,414035.284,9929
202003,18140,"columbus, oh",31,307194,2683,39.5,1980,2766,376389.7736,5449
202003,26900,"indianapolis-carmel-anderson, in",32,279950,3830,54,2264,4223,346330.3284,8053
202003,29820,"las vegas-henderson-paradise, nv",33,335000,7215,38.5,3924,122,510813.0043,7337
202003,12420,"austin-round rock, tx",34,371900,5715,43.5,3612,3075,598618.9341,8790
202003,34980,"nashville-davidson--murfreesboro--franklin, tn",35,379135,5819,34.5,3620,2608,559076.8826,8427
202003,41940,"san jose-sunnyvale-santa clara, ca",36,1233500,1142,24,1132,1256,1928750.985,2398
202003,47260,"virginia beach-norfolk-newport news, va-nc",37,317495,7596,46.5,3676,615,401438.0928,8211
202003,33340,"milwaukee-waukesha-west allis, wi",38,327450,2022,44,1316,1954,418722.7372,3976
202003,39300,"providence-warwick, ri-ma",39,399900,3224,50,1772,2316,606058.8463,5540
202003,27260,"jacksonville, fl",40,320495,7937,58,3484,6040,449806.6816,13977
202003,36420,"oklahoma city, ok",41,264350,4034,42.5,2000,13,344764.4786,4047
202003,31140,"louisville/jefferson county, ky-in",42,272445,2809,50.5,1460,2279,348022.3346,5088
202003,32820,"memphis, tn-ms-ar",43,243450,2420,59.5,1216,2413,305103.5266,4833
202003,35380,"new orleans-metairie, la",44,289000,4122,60.5,1700,2000,395864.8739,6122
202003,40060,"richmond, va",45,334200,3233,46.5,1956,3804,393995.5838,7037
202003,39580,"raleigh, nc",46,374772,4111,50.5,2236,1982,461171.1786,6093
202003,15380,"buffalo-cheektowaga-niagara falls, ny",47,202500,1311,58,888,1980,277052.7788,3291
202003,25540,"hartford-west hartford-east hartford, ct",48,284700,4610,51,1632,3,344509.4471,4613
202003,13820,"birmingham-hoover, al",49,259900,3269,57,1420,2566,338151.9977,5835
202003,40380,"rochester, ny",50,235595,1472,36.5,1076,190,285352.7116,1662
202002,35620,"new york-newark-jersey city, ny-nj-pa",1,559000,62008,80,21796,15778,1129494.26,77786
202002,31080,"los angeles-long beach-anaheim, ca",2,959000,15905,66,8648,12086,2273887.774,27991
202002,16980,"chicago-naperville-elgin, il-in-wi",3,319900,29155,45,14844,16002,471047.7954,45157
202002,19100,"dallas-fort worth-arlington, tx",4,340000,17411,56,8604,10904,479312.2514,28315
202002,26420,"houston-the woodlands-sugar land, tx",5,306176,25271,60,10152,10830,446883.1897,36101
202002,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,295000,13172,69,6216,2236,436623.3881,15408
202002,47900,"washington-arlington-alexandria, dc-va-md-wv",7,495000,8922,39,6200,3060,765453.2728,11982
202002,33100,"miami-fort lauderdale-west palm beach, fl",8,409900,46792,88,12456,16158,1003286.378,62950
202002,12060,"atlanta-sandy springs-roswell, ga",9,324900,34413,56,15508,22061,439417.6778,56474
202002,14460,"boston-cambridge-newton, ma-nh",10,600000,5970,55,4052,1665,973958.1578,7635
202002,41860,"san francisco-oakland-hayward, ca",11,949000,3493,18,3668,3637,1652970.375,7130
202002,19820,"detroit-warren-dearborn, mi",12,229000,10725,59,4604,1103,324061.608,11828
202002,38060,"phoenix-mesa-scottsdale, az",13,399990,10174,48,5932,11049,704369.5152,21223
202002,42660,"seattle-tacoma-bellevue, wa",14,600000,3784,38,3416,4483,905049.4705,8267
202002,33460,"minneapolis-st. paul-bloomington, mn-wi",15,375000,7428,49,4380,4503,495684.8855,11931
202002,40140,"riverside-san bernardino-ontario, ca",16,419000,11704,60,5448,7940,600522.9893,19644
202002,45300,"tampa-st. petersburg-clearwater, fl",17,279900,12669,61,5220,9862,419978.9985,22531
202002,41740,"san diego-carlsbad, ca",18,749000,4092,37,3036,3933,1346536.927,8025
202002,41180,"st. louis, mo-il",19,219900,6438,89,2948,4635,301456.3771,11073
202002,19740,"denver-aurora-lakewood, co",20,559500,3708,38,2952,4757,790311.7578,8465
202002,12580,"baltimore-columbia-towson, md",21,320000,6619,66,3032,1073,425487.3716,7692
202002,38300,"pittsburgh, pa",22,200000,5770,96,1948,3729,316959.8373,9499
202002,38900,"portland-vancouver-hillsboro, or-wa",23,484900,4390,58,2664,4709,619744.7461,9099
202002,16740,"charlotte-concord-gastonia, nc-sc",24,348500,5742,64,2880,3931,469433.598,9673
202002,36740,"orlando-kissimmee-sanford, fl",25,325000,8197,68,3640,6290,462629.924,14487
202002,17460,"cleveland-elyria, oh",26,189500,4389,81,1816,3359,294701.8943,7748
202002,41700,"san antonio-new braunfels, tx",27,290000,9460,71,3388,5094,387461.5237,14554
202002,17140,"cincinnati, oh-ky-in",28,284000,3769,66,1884,3704,369451.3445,7473
202002,40900,"sacramento--roseville--arden-arcade, ca",29,500000,3241,40,2516,3050,714014.8858,6291
202002,28140,"kansas city, mo-ks",30,330000,4646,94,2012,4511,404364.6922,9157
202002,18140,"columbus, oh",31,299777,2650,58,1596,2619,364780.5732,5269
202002,26900,"indianapolis-carmel-anderson, in",32,274900,4094,80,1908,3559,340659.244,7653
202002,29820,"las vegas-henderson-paradise, nv",33,327900,7414,46,3300,117,503072.189,7531
202002,12420,"austin-round rock, tx",34,359990,5454,61,2788,2787,590826.4961,8241
202002,34980,"nashville-davidson--murfreesboro--franklin, tn",35,370970,5894,36,3296,2411,561739.9904,8305
202002,41940,"san jose-sunnyvale-santa clara, ca",36,1199888,935,22,1264,1098,2004437.368,2033
202002,47260,"virginia beach-norfolk-newport news, va-nc",37,314900,7525,57,2988,525,403593.6587,8050
202002,33340,"milwaukee-waukesha-west allis, wi",38,319900,2043,57,1136,1566,408437.8966,3609
202002,39300,"providence-warwick, ri-ma",39,389000,3250,66,1520,2038,580874.9615,5288
202002,27260,"jacksonville, fl",40,319990,7873,74,3000,6212,452541.0581,14085
202002,36420,"oklahoma city, ok",41,257653,4077,53,1724,9,340854.1082,4086
202002,31140,"louisville/jefferson county, ky-in",42,254900,2969,64,1372,1958,330123.0926,4927
202002,32820,"memphis, tn-ms-ar",43,237000,2522,79,1016,2244,298563.8434,4766
202002,35380,"new orleans-metairie, la",44,284500,3975,80,1244,1879,394310.1175,5854
202002,40060,"richmond, va",45,327000,3124,59,1556,3268,385762.1671,6392
202002,39580,"raleigh, nc",46,365000,4151,64,2024,1725,451536.3226,5876
202002,15380,"buffalo-cheektowaga-niagara falls, ny",47,199900,1393,67,728,1779,275882.9584,3172
202002,25540,"hartford-west hartford-east hartford, ct",48,274900,4292,74,1456,3,337055.1371,4295
202002,13820,"birmingham-hoover, al",49,256360,3323,71,1376,1351,330228.5545,4674
202002,40380,"rochester, ny",50,229900,1433,45,884,167,282956.9569,1600
202001,35620,"new york-newark-jersey city, ny-nj-pa",1,550000,60250,89.5,19088,16032,1120275.863,76282
202001,31080,"los angeles-long beach-anaheim, ca",2,939496,15986,81.5,8356,10074,2298501.204,26060
202001,16980,"chicago-naperville-elgin, il-in-wi",3,302400,28689,71.5,12836,11984,450572.9393,40673
202001,19100,"dallas-fort worth-arlington, tx",4,339475,17758,66,7924,8328,474560.8465,26086
202001,26420,"houston-the woodlands-sugar land, tx",5,304055,25203,70.5,9808,8051,447325.4137,33254
202001,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,289900,13656,83.5,5044,1674,429788.6593,15330
202001,47900,"washington-arlington-alexandria, dc-va-md-wv",7,479900,9304,67.5,5316,2507,752037.7621,11811
202001,33100,"miami-fort lauderdale-west palm beach, fl",8,413000,46403,90,12904,13417,1013259.602,59820
202001,12060,"atlanta-sandy springs-roswell, ga",9,319950,36085,65,15224,17342,433174.7831,53427
202001,14460,"boston-cambridge-newton, ma-nh",10,589950,6058,79.5,3124,1202,935133.9849,7260
202001,41860,"san francisco-oakland-hayward, ca",11,907500,2720,49,2548,2397,1793402.363,5117
202001,19820,"detroit-warren-dearborn, mi",12,228500,11679,70,4448,987,320488.6002,12666
202001,38060,"phoenix-mesa-scottsdale, az",13,399750,11082,62.5,6528,8125,700465.9075,19207
202001,42660,"seattle-tacoma-bellevue, wa",14,599600,3958,67,1936,3407,900204.057,7365
202001,33460,"minneapolis-st. paul-bloomington, mn-wi",15,371400,7447,65.5,3236,3382,492561.8949,10829
202001,40140,"riverside-san bernardino-ontario, ca",16,411950,12225,69.5,5512,6219,590555.8875,18444
202001,45300,"tampa-st. petersburg-clearwater, fl",17,279470,12945,66,5480,7047,420224.5449,19992
202001,41740,"san diego-carlsbad, ca",18,734500,4238,47.5,2852,3032,1336044.282,7270
202001,41180,"st. louis, mo-il",19,214450,7022,90.5,2312,3568,294532.1677,10590
202001,19740,"denver-aurora-lakewood, co",20,532450,4100,62.5,2652,3638,749219.899,7738
202001,12580,"baltimore-columbia-towson, md",21,315000,7098,77.5,2668,866,418374.0498,7964
202001,38300,"pittsburgh, pa",22,189900,6007,96,1680,2789,300946.9051,8796
202001,38900,"portland-vancouver-hillsboro, or-wa",23,480747.5,4861,71.5,2424,3893,623249.0477,8754
202001,16740,"charlotte-concord-gastonia, nc-sc",24,344495,6377,73,2788,3066,460062.929,9443
202001,36740,"orlando-kissimmee-sanford, fl",25,319900,8539,71,3336,4553,459136.4055,13092
202001,17460,"cleveland-elyria, oh",26,182450,4928,82,1768,2585,283053.7255,7513
202001,41700,"san antonio-new braunfels, tx",27,288334.5,9715,73.5,3268,3980,383293.0388,13695
202001,17140,"cincinnati, oh-ky-in",28,267400,4326,75.5,1836,2869,347790.3039,7195
202001,40900,"sacramento--roseville--arden-arcade, ca",29,499950,3245,59.5,2140,2317,700486.3577,5562
202001,28140,"kansas city, mo-ks",30,325000,5037,89,1636,3735,395926.2696,8772
202001,18140,"columbus, oh",31,284950,3157,72,1600,1925,349194.5047,5082
202001,26900,"indianapolis-carmel-anderson, in",32,270993,4674,80.5,1636,2560,354204.8449,7234
202001,29820,"las vegas-henderson-paradise, nv",33,323482,7972,66,3132,103,497737.2436,8075
202001,12420,"austin-round rock, tx",34,353334,5858,70.5,2504,2189,570086.3247,8047
202001,34980,"nashville-davidson--murfreesboro--franklin, tn",35,368945,6430,48.5,3348,2003,558136.5884,8433
202001,41940,"san jose-sunnyvale-santa clara, ca",36,1099500,811,51,872,752,1924006.064,1563
202001,47260,"virginia beach-norfolk-newport news, va-nc",37,311485,7393,74.5,2692,384,401357.8634,7777
202001,33340,"milwaukee-waukesha-west allis, wi",38,287450,2261,70,1032,1109,381702.9573,3370
202001,39300,"providence-warwick, ri-ma",39,372450,3574,74,1432,1661,561488.8119,5235
202001,27260,"jacksonville, fl",40,318000,7996,80,2876,5386,454150.6675,13382
202001,36420,"oklahoma city, ok",41,259270,4244,64,1644,10,349186.6221,4254
202001,31140,"louisville/jefferson county, ky-in",42,239950,3319,71.5,1348,1436,318994.5737,4755
202001,32820,"memphis, tn-ms-ar",43,234182.5,2792,77,1056,1794,293459.8416,4586
202001,35380,"new orleans-metairie, la",44,279900,4046,85.5,1276,1535,395575.7545,5581
202001,40060,"richmond, va",45,325495,3283,69.5,1388,2608,376769.6872,5891
202001,39580,"raleigh, nc",46,362500,4341,73.5,1800,1202,448444.8646,5543
202001,15380,"buffalo-cheektowaga-niagara falls, ny",47,197900,1510,70.5,684,1727,264736.4525,3237
202001,25540,"hartford-west hartford-east hartford, ct",48,274950,4249,82,1204,2,338079.6681,4251
202001,13820,"birmingham-hoover, al",49,252450,3382,85.5,1280,986,328459.1679,4368
202001,40380,"rochester, ny",50,218400,1570,67,688,168,274375.9217,1738
201912,35620,"new york-newark-jersey city, ny-nj-pa",1,549999.5,65994,83.5,10272,16934,1110110.249,82928
201912,31080,"los angeles-long beach-anaheim, ca",2,877500,17466,75.5,4632,11449,2112488.744,28915
201912,16980,"chicago-naperville-elgin, il-in-wi",3,299250,31563,68.5,7588,12497,438985.9962,44060
201912,19100,"dallas-fort worth-arlington, tx",4,335500,19493,64.5,5780,9232,468830.1027,28725
201912,26420,"houston-the woodlands-sugar land, tx",5,299994,26614,69,7032,9069,437528.8792,35683
201912,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,288450,15076,75,3368,1741,422417.5192,16817
201912,47900,"washington-arlington-alexandria, dc-va-md-wv",7,470000,10705,62.5,3144,2668,716139.8239,13373
201912,33100,"miami-fort lauderdale-west palm beach, fl",8,405000,46856,88.5,9776,14325,982946.0551,61181
201912,12060,"atlanta-sandy springs-roswell, ga",9,316964,39711,64,11288,18399,426368.3933,58110
201912,14460,"boston-cambridge-newton, ma-nh",10,589900,7353,75,1500,1276,914631.6192,8629
201912,41860,"san francisco-oakland-hayward, ca",11,897000,3194,57,1072,3215,1626203.928,6409
201912,19820,"detroit-warren-dearborn, mi",12,225000,13046,61.5,3672,1063,314297.2984,14109
201912,38060,"phoenix-mesa-scottsdale, az",13,374495,11850,54.5,4500,8077,635567.1004,19927
201912,42660,"seattle-tacoma-bellevue, wa",14,582000,4886,62.5,1648,4010,849938.9371,8896
201912,33460,"minneapolis-st. paul-bloomington, mn-wi",15,349900,8579,61.5,2212,3874,461187.265,12453
201912,40140,"riverside-san bernardino-ontario, ca",16,405495,13320,65.5,3632,6775,566399.9434,20095
201912,45300,"tampa-st. petersburg-clearwater, fl",17,276950,13381,64,4032,7372,408503.7203,20753
201912,41740,"san diego-carlsbad, ca",18,719444,4751,54.5,1788,3353,1263595.348,8104
201912,41180,"st. louis, mo-il",19,212945,7919,81,1808,3843,292794.0211,11762
201912,19740,"denver-aurora-lakewood, co",20,497500,6432,60,2140,4459,679952.9047,10891
201912,12580,"baltimore-columbia-towson, md",21,309450,8051,70,1976,864,409504.4981,8915
201912,38300,"pittsburgh, pa",22,189700,6444,85.5,1188,2988,294136.3894,9432
201912,38900,"portland-vancouver-hillsboro, or-wa",23,469450,5702,70.5,1496,4213,595581.0413,9915
201912,16740,"charlotte-concord-gastonia, nc-sc",24,339250,7055,66.5,2028,3275,441183.5806,10330
201912,36740,"orlando-kissimmee-sanford, fl",25,317795,8954,68,2744,4844,444151.3857,13798
201912,17460,"cleveland-elyria, oh",26,179900,5503,73,1404,2826,275018.201,8329
201912,41700,"san antonio-new braunfels, tx",27,284950,10350,69,2700,4198,375561.4151,14548
201912,17140,"cincinnati, oh-ky-in",28,259900,4855,65,1412,3140,342911.2837,7995
201912,40900,"sacramento--roseville--arden-arcade, ca",29,495000,3705,61.5,1292,2865,738575.1541,6570
201912,28140,"kansas city, mo-ks",30,299999.5,5695,76,1332,4004,374432.6992,9699
201912,18140,"columbus, oh",31,274800,3683,64,1204,2094,342067.9019,5777
201912,26900,"indianapolis-carmel-anderson, in",32,255445,5226,69.5,1332,2775,325513.504,8001
201912,29820,"las vegas-henderson-paradise, nv",33,318750,8788,61.5,2480,87,475216.1218,8875
201912,12420,"austin-round rock, tx",34,349987.5,6513,66,1912,2295,549927.1399,8808
201912,34980,"nashville-davidson--murfreesboro--franklin, tn",35,367805,7164,46,2628,2132,548721.4362,9296
201912,41940,"san jose-sunnyvale-santa clara, ca",36,1076500,998,59,336,949,1769287.963,1947
201912,47260,"virginia beach-norfolk-newport news, va-nc",37,307075,7979,70,1616,421,393999.2997,8400
201912,33340,"milwaukee-waukesha-west allis, wi",38,276500,2610,66,744,1175,371508.8251,3785
201912,39300,"providence-warwick, ri-ma",39,369900,3996,72.5,916,1872,556925.775,5868
201912,27260,"jacksonville, fl",40,310495,8482,73,2132,5534,446529.5332,14016
201912,36420,"oklahoma city, ok",41,250000,4518,62,1224,8,340033.0136,4526
201912,31140,"louisville/jefferson county, ky-in",42,237450,3653,64.5,972,1582,315326.4113,5235
201912,32820,"memphis, tn-ms-ar",43,233112.5,3010,68,820,1913,290571.3233,4923
201912,35380,"new orleans-metairie, la",44,278200,4302,79.5,916,1574,392275.684,5876
201912,40060,"richmond, va",45,319950,3695,67,980,2679,373781.7334,6374
201912,39580,"raleigh, nc",46,362096,4657,69,1216,1277,445021.2363,5934
201912,15380,"buffalo-cheektowaga-niagara falls, ny",47,189900,1678,71,464,2087,257977.2429,3765
201912,25540,"hartford-west hartford-east hartford, ct",48,274900,4832,77.5,752,3,338791.6673,4835
201912,13820,"birmingham-hoover, al",49,249900,3696,80.5,892,1035,319506.4505,4731
201912,40380,"rochester, ny",50,199900,1833,62,528,172,266014.5237,2005
201911,35620,"new york-newark-jersey city, ny-nj-pa",1,550000,75862,66,17736,18010,1077727.581,93872
201911,31080,"los angeles-long beach-anaheim, ca",2,859000,21145,64,7584,12743,1998328.181,33888
201911,16980,"chicago-naperville-elgin, il-in-wi",3,308000,36703,57,10932,14589,443390.8945,51292
201911,19100,"dallas-fort worth-arlington, tx",4,340000,21874,59,7464,10174,475741.7875,32048
201911,26420,"houston-the woodlands-sugar land, tx",5,305000,28358,64,8528,10098,440665.7222,38456
201911,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,295000,17527,64,5268,2176,423884.5178,19703
201911,47900,"washington-arlington-alexandria, dc-va-md-wv",7,475000,13679,50,5716,3205,705581.9556,16884
201911,33100,"miami-fort lauderdale-west palm beach, fl",8,409000,46700,91,11320,14870,965775.337,61570
201911,12060,"atlanta-sandy springs-roswell, ga",9,320000,42638,57,14440,21306,427080.8221,63944
201911,14460,"boston-cambridge-newton, ma-nh",10,589900,10139,57,3460,1863,908772.1241,12002
201911,41860,"san francisco-oakland-hayward, ca",11,930000,5314,43,2352,3917,1557895.238,9231
201911,19820,"detroit-warren-dearborn, mi",12,232900,14904,50,5256,1380,319539.452,16284
201911,38060,"phoenix-mesa-scottsdale, az",13,375000,12865,45,6188,9296,630376.2977,22161
201911,42660,"seattle-tacoma-bellevue, wa",14,580000,6791,49,2728,4934,836094.5247,11725
201911,33460,"minneapolis-st. paul-bloomington, mn-wi",15,342990,10779,50,3664,4994,453980.6728,15773
201911,40140,"riverside-san bernardino-ontario, ca",16,409900,14783,57,5488,7569,560449.8572,22352
201911,45300,"tampa-st. petersburg-clearwater, fl",17,279000,13684,60,5108,8310,406535.2226,21994
201911,41740,"san diego-carlsbad, ca",18,715000,5700,46,2572,3953,1250958.885,9653
201911,41180,"st. louis, mo-il",19,219900,8899,70,2612,4690,302970.2644,13589
201911,19740,"denver-aurora-lakewood, co",20,498000,7550,51,3048,5789,669467.3573,13339
201911,12580,"baltimore-columbia-towson, md",21,320000,9599,58,3260,1098,417107.1544,10697
201911,38300,"pittsburgh, pa",22,195000,7153,74,1824,3652,298696.2691,10805
201911,38900,"portland-vancouver-hillsboro, or-wa",23,465000,6981,59,2392,4813,590939.5409,11794
201911,16740,"charlotte-concord-gastonia, nc-sc",24,335000,7881,57,2904,3897,438978.2241,11778
201911,36740,"orlando-kissimmee-sanford, fl",25,319000,9401,63,3412,5389,440871.5551,14790
201911,17460,"cleveland-elyria, oh",26,185000,6158,65,1860,3384,277711.0995,9542
201911,41700,"san antonio-new braunfels, tx",27,287134,10582,63,3268,4586,378626.9249,15168
201911,17140,"cincinnati, oh-ky-in",28,260000,5479,52,2136,3905,346417.0922,9384
201911,40900,"sacramento--roseville--arden-arcade, ca",29,486000,4907,55,2052,3291,667062.7388,8198
201911,28140,"kansas city, mo-ks",30,300000,6532,63,2032,4727,372187.7255,11259
201911,18140,"columbus, oh",31,275000,4265,51,1696,2758,344837.1798,7023
201911,26900,"indianapolis-carmel-anderson, in",32,259900,5977,59,1940,3618,327358.1495,9595
201911,29820,"las vegas-henderson-paradise, nv",33,319500,9725,53,3284,110,472355.1825,9835
201911,12420,"austin-round rock, tx",34,354999,7360,62,2496,2729,556577.2192,10089
201911,34980,"nashville-davidson--murfreesboro--franklin, tn",35,369900,7732,41,3540,2419,546404.7407,10151
201911,41940,"san jose-sunnyvale-santa clara, ca",36,1099000,1641,49,788,1293,1764739.091,2934
201911,47260,"virginia beach-norfolk-newport news, va-nc",37,299990,9098,63,2992,488,388548.507,9586
201911,33340,"milwaukee-waukesha-west allis, wi",38,279900,3066,56,1056,1539,375335.7655,4605
201911,39300,"providence-warwick, ri-ma",39,375000,4676,59,1648,2352,572718.3425,7028
201911,27260,"jacksonville, fl",40,312000,8863,68,2664,4905,446612.1036,13768
